symbol,price
OPBUSD,1.80300000
OPUSDT,2.55500000
OGBUSD,4.41600000
KEYBUSD,0.00543000
ASRBUSD,2.15900000
FIROBUSD,1.44100000
NKNBUSD,0.09720000
OPBNB,0.00440900
OPEUR,2.34800000
GTOBUSD,0.02863000
SNXETH,0.00086000
WBTCBUSD,40760.13000000
BELETH,0.00041170
LITETH,0.00035510
LEVERUSDT,0.00365000
LEVERBUSD,0.00130800
BURGERETH,0.00045000
PEOPLEETH,0.00000668
UNFIETH,0.00224100
BONDETH,0.00266500
STORJTRY,17.53000000
OPETH,0.00081800
ETCTRY,925.80000000
WINGETH,0.00352100
FILETH,0.00187200
GLMBUSD,0.17860000
SSVBUSD,15.74000000
STGBTC,0.00000678
STGBUSD,0.41400000
STGUSDT,0.45410000
ANKRTRY,1.45700000
ARKBUSD,0.53560000
BETHBUSD,1551.73000000
LOOMBUSD,0.04003000
SNMBUSD,0.01470000
AMBBUSD,0.00796000
LUNCUSDT,0.00010802
PHBBUSD,0.65880000
GASBUSD,9.21600000
NEBLBUSD,0.35400000
PROSBUSD,0.31500000
VIBBUSD,0.04217000
GMXBTC,0.00044100
GMXBUSD,31.67000000
GMXUSDT,29.53000000
AGIXBUSD,0.29947000
NEBLUSDT,0.35500000
SNTBUSD,0.02283000
POLYXBTC,0.00000680
POLYXBUSD,0.12170000
POLYXUSDT,0.45350000
APTBTC,0.00012810
APTUSDT,8.57000000
APTBUSD,7.31980000
BTCPLN,263308.00000000
ETHPLN,12268.00000000
BUSDPLN,4.06500000
APTEUR,7.90000000
APTTRY,277.30000000
APTBRL,39.76000000
QKCBUSD,0.00869500
OSMOBTC,0.00001294
OSMOUSDT,0.86510000
OSMOBUSD,0.46400000
HFTBTC,0.00000455
HFTBUSD,0.25890000
HFTUSDT,0.30410000
ARPAETH,0.00002363
PHBUSDT,2.62860000
VITEBUSD,0.01726000
HOOKBTC,0.00001244
HOOKUSDT,0.83220000
HOOKBUSD,0.89410000
HOOKBNB,0.00319530
MAGICBTC,0.00001059
MAGICBUSD,0.55850000
MAGICUSDT,0.70840000
BUSDRON,4.62800000
HIFIETH,0.00025310
HIFIUSDT,0.81050000
RPLBTC,0.00064100
RPLBUSD,24.17000000
RPLUSDT,19.55000000
PROSUSDT,0.40260000
FETTRY,73.84600000
GFTBUSD,0.02911000
AGIXUSDT,0.94926000
APTETH,0.00275200
BTCRON,307230.00000000
GNSUSDT,3.30100000
GNSBTC,0.00007210
SYNBTC,0.00001208
SYNUSDT,0.80810000
VIBUSDT,0.09867000
SSVUSDT,42.91000000
LQTYUSDT,1.02400000
LQTYBTC,0.00001530
AMBUSDT,0.00905000
BETHUSDT,1556.27000000
CFXTRY,7.33200000
STXTRY,66.39900000
USTCUSDT,0.02218803
GASUSDT,5.16900000
GLMUSDT,0.53540000
PROMUSDT,10.02600000
QKCUSDT,0.01184200
UFTUSDT,0.43940000
IDBTC,0.00001152
IDBNB,0.00094930
IDUSDT,0.76955000
ARBBTC,0.00001522
ARBUSDT,1.01830000
AGIXTRY,30.75900000
LOOMUSDT,0.09058000
OAXUSDT,0.22510000
ARBTUSD,1.01660000
ARBTRY,32.95000000
ARBEUR,0.93680000
IDTUSD,0.88208000
IDTRY,24.91500000
IDEUR,0.18769000
LDOTUSD,2.46700000
MATICTUSD,0.70940000
OPTUSD,2.99700000
SOLTUSD,172.18000000
SSVTUSD,45.55000000
RDNTBTC,0.00000269
RDNTUSDT,0.17960000
RDNTTUSD,0.30100000
ARBRUB,95.10000000
JOETRY,16.45000000
MAGICTRY,22.93000000
USDTPLN,3.93100000
ACHTRY,0.98290000
XVSTRY,305.00000000
EGLDRON,185.40000000
USDTRON,4.59300000
USDTARS,1100.70000000
DOGETUSD,0.15294000
WBTCUSDT,66886.88000000
EDUUSDT,0.53513000
EDUTUSD,1.06098000
EDUBNB,0.00181050
EDUBTC,0.00000797
EDUEUR,0.47455000
EDUTRY,17.25000000
SUIUSDT,1.07760000
SUITUSD,1.07910000
SUIBTC,0.00001611
SUIBNB,0.00186600
SUIEUR,0.99200000
SUITRY,34.92000000
AERGOUSDT,0.12630000
RNDRTRY,332.74000000
PEPEUSDT,0.00000947
PEPETUSD,0.00000950
FLOKIUSDT,0.00020302
FLOKITUSD,0.00003203
OGTRY,142.80000000
PEPETRY,0.00030643
WBETHETH,1.03860000
ASTUSDT,0.14700000
SNTUSDT,0.03711000
FLOKITRY,0.00656660
CITYTRY,108.80000000
COMBOUSDT,0.67470000
COMBOBNB,0.00227200
COMBOTRY,21.84000000
LTCTRY,2710.00000000
RADTRY,54.95000000
BTCARS,73715946.00000000
OPTRY,82.64000000
PAXGTRY,77147.00000000
MAVBTC,0.00000562
MAVUSDT,0.37620000
MAVTUSD,0.37550000
CFXTUSD,0.22120000
PENDLEBTC,0.00007513
PENDLEUSDT,5.02200000
PENDLETUSD,2.70440000
MAVTRY,12.15000000
OCEANTRY,30.85700000
TUSDTRY,32.34000000
ARBETH,0.00032640
BCHTRY,15364.00000000
XVGTRY,0.18570000
XVGTUSD,0.00626900
ARKMUSDT,2.38830000
ARKMTUSD,2.39050000
ARKMTRY,77.25700000
ARKMBNB,0.00415610
ARKMBTC,0.00003571
WBETHUSDT,3245.81000000
ACATRY,3.51300000
AVAXTUSD,36.93000000
COMPTUSD,84.22000000
COMPTRY,1831.00000000
XECTRY,0.00161530
QUICKTUSD,0.04668000
WLDUSDT,4.96800000
WLDBTC,0.00007423
BNBFDUSD,578.60000000
FDUSDBUSD,1.00000000
FDUSDUSDT,0.99950000
ARKMRUB,40.11000000
WLDTRY,161.06000000
WLDRUB,218.30000000
AMPTRY,0.22738000
OGNTRY,4.37500000
BTCFDUSD,66957.35000000
ETHFDUSD,3122.12000000
ASRTRY,119.59000000
ATMTRY,101.04000000
ACMTRY,74.30000000
BARTRY,81.49000000
JUVTRY,80.66000000
PSGTRY,128.28000000
SEIBNB,0.00094880
SEIBTC,0.00000820
SEIFDUSD,0.54870000
SEITRY,17.73200000
SEIUSDT,0.54820000
CYBERBNB,0.01368000
CYBERBTC,0.00011808
CYBERFDUSD,7.88300000
CYBERTRY,255.38000000
CYBERUSDT,7.89300000
CYBERTUSD,7.87900000
SEITUSD,0.54820000
LPTTRY,610.60000000
UNITRY,254.70000000
SOLFDUSD,172.22000000
TOMOTRY,40.26000000
UNFITRY,128.50000000
XRPFDUSD,0.52090000
DOGEFDUSD,0.15284000
CYBERETH,0.00254000
MTLTRY,62.48000000
ARKUSDT,0.82240000
CREAMUSDT,59.08000000
GFTUSDT,0.01889000
IQUSDT,0.01062800
USDTVAI,1.01300000
ARBFDUSD,1.01940000
FDUSDTRY,32.33000000
FRONTTRY,38.72800000
SUIFDUSD,1.07970000
NTRNBTC,0.00001021
NTRNUSDT,0.68330000
NTRNBNB,0.00119000
FILFDUSD,5.84200000
FRONTTUSD,0.91380000
LEVERTRY,0.11824000
LTCFDUSD,83.84000000
ADAFDUSD,0.48250000
RUNETUSD,5.50100000
TRBTRY,3868.00000000
ATOMFDUSD,8.61700000
AVAXFDUSD,37.22000000
BANDTRY,49.15000000
BCHFDUSD,475.60000000
LOOMTRY,2.93000000
MATICFDUSD,0.71030000
ALGOFDUSD,0.18290000
DOTFDUSD,7.14300000
FTMFDUSD,0.89140000
LINKFDUSD,16.26300000
NEARFDUSD,7.89500000
STRAXTRY,2.58100000
TIABTC,0.00014230
TIAUSDT,9.52000000
TIATRY,308.40000000
MEMEBNB,0.00004480
MEMEUSDT,0.02576000
MEMEFDUSD,0.02581000
MEMETUSD,0.02574000
MEMETRY,0.83400000
ORDIBTC,0.00061660
ORDIUSDT,41.23000000
ORDITRY,1330.00000000
EGLDFDUSD,40.46000000
FETFDUSD,2.28350000
GASFDUSD,5.18100000
INJETH,0.00799000
INJTUSD,24.69000000
OPFDUSD,2.55800000
ORDIFDUSD,41.25000000
ORDITUSD,36.89000000
RNDRFDUSD,10.30300000
SHIBTUSD,0.00002487
BEAMXUSDT,0.02524600
ARKTRY,26.59000000
BEAMXTRY,0.81550000
CAKETRY,86.76000000
CAKETUSD,2.68600000
DYDXFDUSD,2.05800000
PIVXUSDT,0.33940000
RUNEFDUSD,6.85000000
TIATUSD,9.55000000
DOTTUSD,7.13800000
GALAFDUSD,0.04574000
WLDFDUSD,4.97000000
GASTRY,167.20000000
NTRNTRY,22.10000000
VICBTC,0.00000646
VICUSDT,0.43070000
VICTRY,13.92000000
BLURBTC,0.00000560
BLURUSDT,0.37380000
BLURTRY,12.06000000
BLURFDUSD,0.37510000
SUPERFDUSD,1.06920000
USTCFDUSD,0.02213635
USTCTRY,0.71800000
DYDXTRY,66.60000000
VANRYUSDT,0.18460000
VANRYBTC,0.00000276
BTCAEUR,61579.32000000
AEURUSDT,1.08660000
ETHAEUR,2869.64000000
EURAEUR,1.00010000
AUCTIONFDUSD,14.76000000
IOTAFDUSD,0.21640000
LUNCTRY,0.00349200
SUPERTRY,34.55000000
JTOUSDT,4.46500000
JTOFDUSD,4.46600000
JTOTRY,144.40000000
1000SATSUSDT,0.00029390
1000SATSFDUSD,0.00029360
1000SATSTRY,0.00950000
SHIBFDUSD,0.00002484
SANDFDUSD,0.44620000
MEMEETH,0.00000820
IOTATRY,7.00500000
INJFDUSD,24.95000000
FIDATRY,9.14900000
BONKUSDT,0.00002640
BONKFDUSD,0.00002639
BONKTRY,0.00085280
ACEFDUSD,4.88400000
ACEUSDT,4.87800000
ACEBNB,0.00843000
ACEBTC,0.00007280
ACETRY,157.70000000
BLZFDUSD,0.33100000
RARETRY,3.95100000
VANRYTRY,5.97100000
NFPBTC,0.00000692
NFPUSDT,0.46300000
NFPBNB,0.00080200
NFPFDUSD,0.46440000
NFPTUSD,0.46420000
NFPTRY,15.02000000
ARBUSDC,1.01920000
AVAXUSDC,37.17000000
DOTUSDC,7.15400000
INJUSDC,25.01000000
MATICUSDC,0.70950000
OPUSDC,2.55600000
ORDIUSDC,41.09000000
AIBTC,0.00001574
AIUSDT,1.05400000
AIBNB,0.00182300
AIFDUSD,1.05400000
AITUSD,1.05700000
AITRY,34.06000000
ICPFDUSD,13.27900000
LDOFDUSD,1.77400000
MOVRTRY,475.60000000
XAIBTC,0.00000950
XAIUSDT,0.63430000
XAIBNB,0.00109859
XAIFDUSD,0.63510000
XAITUSD,0.63720000
XAITRY,20.53600000
SKLTRY,2.42100000
STXFDUSD,2.05310000
TIAFDUSD,9.54000000
MANTABTC,0.00002354
MANTAUSDT,1.57700000
MANTABNB,0.00274700
MANTAFDUSD,1.58000000
MANTATRY,51.00000000
ENSFDUSD,15.23000000
ETCFDUSD,28.65000000
SUIUSDC,1.08030000
TIAUSDC,9.53000000
CHZFDUSD,0.12015000
MANTAUSDC,1.58000000
ALTBTC,0.00000480
ALTUSDT,0.32082000
ALTBNB,0.00055560
ALTFDUSD,0.32109000
ALTTRY,10.37700000
APTFDUSD,8.59000000
BLURUSDC,0.37420000
JUPUSDT,1.23350000
JUPFDUSD,1.23430000
JUPTRY,39.87000000
ALTUSDC,0.32141000
MAGICFDUSD,0.70940000
SEIUSDC,0.54890000
PYTHBTC,0.00000657
PYTHUSDT,0.43950000
PYTHFDUSD,0.43990000
PYTHTRY,14.22000000
RONINBTC,0.00004182
RONINUSDT,2.79700000
RONINFDUSD,2.79900000
RONINTRY,90.32000000
DYMBTC,0.00004035
DYMUSDT,2.69500000
DYMFDUSD,2.70500000
DYMTRY,87.34000000
JUPUSDC,1.23440000
PENDLEFDUSD,5.02600000
PIXELBTC,0.00000545
PIXELBNB,0.00063180
PIXELUSDT,0.36440000
PIXELFDUSD,0.36470000
PIXELTRY,11.80000000
STRKBTC,0.00001715
STRKUSDT,1.14800000
STRKFDUSD,1.15000000
STRKTRY,37.15000000
FILUSDC,5.84000000
HBARTRY,3.72900000
PENDLETRY,162.40000000
WLDUSDC,4.96900000
CKBTRY,0.52130000
COTITRY,4.33000000
LDOTRY,57.40000000
UNIUSDC,7.88300000
PORTALBTC,0.00001187
PORTALUSDT,0.79300000
PORTALBNB,0.00137320
PORTALFDUSD,0.79390000
PORTALTRY,25.65800000
PDABTC,0.00000118
PDAUSDT,0.07940000
AXLBTC,0.00001519
AXLUSDT,1.01510000
AXLFDUSD,1.01210000
AXLTRY,32.80000000
PEPEFDUSD,0.00000948
PIXELUSDC,0.36410000
STRKUSDC,1.14800000
UNIFDUSD,7.86600000
OMTRY,23.90000000
THETATRY,71.10000000
WIFBTC,0.00003823
WIFUSDT,2.54580000
WIFFDUSD,2.54800000
WIFTRY,82.37000000
AGIXFDUSD,0.95200000
PEPEUSDC,0.00000949
SHIBUSDC,0.00002485
THETAFDUSD,2.20100000
ARTRY,1520.00000000
METISBTC,0.00091200
METISUSDT,61.48000000
METISFDUSD,61.22000000
METISTRY,1987.00000000
BNBJPY,90006.00000000
BTCJPY,10439396.00000000
ETHJPY,486846.00000000
FLOKIFDUSD,0.00020302
GRTFDUSD,0.31240000
NEARUSDC,7.91200000
SNXTRY,87.00000000
AEVOBTC,0.00001227
AEVOUSDT,0.82100000
AEVOBNB,0.00142500
AEVOFDUSD,0.82200000
AEVOTRY,26.56000000
FETUSDC,2.27820000
IMXTRY,76.70000000
EURUSDC,1.08670000
BOMETRY,0.37820000
BOMEBTC,0.00000018
BOMEUSDT,0.01169200
BOMEFDUSD,0.01169900
ETHFIBTC,0.00005113
ETHFIUSDT,3.41500000
ETHFIBNB,0.00591100
ETHFIFDUSD,3.40900000
ETHFITRY,110.49000000
AAVETRY,2845.00000000
ARKMFDUSD,2.39070000
CRVTRY,14.05000000
FETBRL,11.72000000
RAYFDUSD,1.86420000
RNDREUR,9.45800000
BONKUSDC,0.00002642
FLOKIUSDC,0.00020299
MKRTRY,91149.00000000
RAYTRY,60.26000000
RNDRBRL,52.93000000
ENABTC,0.00001134
ENAUSDT,0.75900000
ENABNB,0.00131410
ENAFDUSD,0.75900000
ENATRY,24.55000000
LQTYFDUSD,1.02600000
MASKTRY,109.50000000
PENDLEUSDC,5.02100000
RDNTTRY,5.82000000
WBTC,0.00000837
WUSDT,0.56100000
WFDUSD,0.56200000
WTRY,18.15000000
BOMEUSDC,0.01168900
JTOUSDC,4.46500000
WIFUSDC,2.55880000
TNSRBTC,0.00001375
TNSRUSDT,0.91780000
TNSRFDUSD,0.92060000
TNSRTRY,29.71000000
SAGABTC,0.00003393
SAGAUSDT,2.26710000
SAGABNB,0.00394700
SAGAFDUSD,2.26640000
SAGATRY,73.30000000
USDTMXN,16.90000000
CKBUSDC,0.01616700
ENAUSDC,0.76100000
ETHFIUSDC,3.41200000
YGGUSDC,0.89940000
USDTCZK,22.81000000
TAOBTC,0.00572400
TAOUSDT,382.80000000
TAOFDUSD,382.50000000
TAOTRY,12388.00000000
CFXUSDC,0.22630000
RNDRUSDC,10.27000000
RUNEUSDC,6.86000000
SAGAUSDC,2.24170000
POLYXTRY,14.63000000
OMNIBTC,0.00022210
OMNIUSDT,14.85000000
OMNIBNB,0.02565000
OMNIFDUSD,14.86000000
OMNITRY,481.00000000
APTUSDC,8.60000000
GALAUSDC,0.04570000
OMNIBRL,75.40000000
STXUSDC,2.05840000
ICPUSDC,13.27300000
OMNIUSDC,14.82000000
PEPEBRL,0.00004871
YGGTRY,29.15000000
ADAJPY,75.35000000
SHIBJPY,0.00389700
SOLJPY,26952.00000000
XRPJPY,81.41000000
REZBTC,0.00000163
REZUSDT,0.10890000
REZBNB,0.00018800
REZFDUSD,0.10910000
REZTRY,3.52600000
EGLDTRY,1304.00000000
PHBTRY,84.95000000
RSRTRY,0.27140000
BBBTC,0.00000532
BBUSDT,0.35520000
BBBNB,0.00061470
BBFDUSD,0.35510000
BBTRY,11.50800000
FRONTUSDC,1.20580000
PEOPLETRY,1.47100000
TRBUSDC,119.12000000
NOTUSDT,0.00664400
NOTBNB,0.00001148
NOTFDUSD,0.00664500
NOTTRY,0.21490000
ARKMUSDC,2.40340000
ARUSDC,46.84300000
BBUSDC,0.35480000
CRVUSDC,0.43460000
PEOPLEUSDC,0.04656000
