Currency,Rate,Base,Timestamp,Date
AED,3.67275,USD,1136048400,20051231
ALL,103.700539,USD,1136048400,20051231
AMD,443.292362,USD,1136048400,20051231
ANG,1.785,USD,1136048400,20051231
ARS,3.028571,USD,1136048400,20051231
AUD,1.364509,USD,1136048400,20051231
AWG,1.79,USD,1136048400,20051231
BBD,2.0,USD,1136048400,20051231
BDT,66.478531,USD,1136048400,20051231
BGN,1.663887,USD,1136048400,20051231
BHD,0.3765,USD,1136048400,20051231
BIF,1051.939148,USD,1136048400,20051231
BMD,1.0,USD,1136048400,20051231
BND,1.665526,USD,1136048400,20051231
BOB,8.036086,USD,1136048400,20051231
BRL,2.348806,USD,1136048400,20051231
BSD,1.0,USD,1136048400,20051231
BTN,45.974316,USD,1136048400,20051231
BWP,5.097059,USD,1136048400,20051231
BYR,2156.935577,USD,1136048400,20051231
BZD,1.98,USD,1136048400,20051231
CAD,1.163166,USD,1136048400,20051231
CDF,439.849114,USD,1136048400,20051231
CHF,1.316058,USD,1136048400,20051231
CLP,515.644009,USD,1136048400,20051231
CNY,8.071844,USD,1136048400,20051231
COP,2288.629044,USD,1136048400,20051231
CRC,498.680711,USD,1136048400,20051231
CVE,93.466135,USD,1136048400,20051231
CYP,0.487824,USD,1136048400,20051231
CZK,24.586241,USD,1136048400,20051231
DJF,177.721,USD,1136048400,20051231
DKK,6.317783,USD,1136048400,20051231
DOP,33.620615,USD,1136048400,20051231
DZD,74.843604,USD,1136048400,20051231
EEK,13.289596,USD,1136048400,20051231
EGP,6.039157,USD,1136048400,20051231
ETB,8.823952,USD,1136048400,20051231
EUR,0.846337,USD,1136048400,20051231
FJD,1.809189,USD,1136048400,20051231
FKP,0.581105,USD,1136048400,20051231
GBP,0.581105,USD,1136048400,20051231
GEL,1.78008,USD,1136048400,20051231
GIP,0.572942,USD,1136048400,20051231
GMD,29.254128,USD,1136048400,20051231
GNF,4314.66149,USD,1136048400,20051231
GTQ,7.960333,USD,1136048400,20051231
GYD,181.847927,USD,1136048400,20051231
HKD,7.753813,USD,1136048400,20051231
HNL,18.862776,USD,1136048400,20051231
HRK,6.237612,USD,1136048400,20051231
HTG,42.260014,USD,1136048400,20051231
HUF,213.876368,USD,1136048400,20051231
IDR,9816.960516,USD,1136048400,20051231
IEP,0.732739,USD,1136048400,20051231
ILS,4.635569,USD,1136048400,20051231
INR,45.064472,USD,1136048400,20051231
IQD,1476.204789,USD,1136048400,20051231
IRR,9111.923413,USD,1136048400,20051231
ISK,63.210986,USD,1136048400,20051231
JMD,65.233958,USD,1136048400,20051231
JOD,0.70875,USD,1136048400,20051231
JPY,117.833165,USD,1136048400,20051231
KES,72.661858,USD,1136048400,20051231
KGS,41.270916,USD,1136048400,20051231
KHR,4186.064254,USD,1136048400,20051231
KMF,417.028058,USD,1136048400,20051231
KPW,2.234551,USD,1136048400,20051231
KRW,1005.525199,USD,1136048400,20051231
KWD,0.296512,USD,1136048400,20051231
KZT,134.310282,USD,1136048400,20051231
LAK,10459.451555,USD,1136048400,20051231
LBP,1540.397968,USD,1136048400,20051231
LKR,100.024583,USD,1136048400,20051231
LRD,49.220017,USD,1136048400,20051231
LSL,6.737215,USD,1136048400,20051231
LTL,2.926846,USD,1136048400,20051231
LVL,0.595748,USD,1136048400,20051231
LYD,1.38264,USD,1136048400,20051231
MAD,9.49555,USD,1136048400,20051231
MDL,12.815801,USD,1136048400,20051231
MKD,52.016953,USD,1136048400,20051231
MMK,6.357464,USD,1136048400,20051231
MNT,1138.221582,USD,1136048400,20051231
MOP,7.996363,USD,1136048400,20051231
MRO,269.732039,USD,1136048400,20051231
MTL,0.362946,USD,1136048400,20051231
MUR,30.587397,USD,1136048400,20051231
MVR,12.79,USD,1136048400,20051231
MWK,125.781506,USD,1136048400,20051231
MXN,10.688311,USD,1136048400,20051231
MYR,3.779133,USD,1136048400,20051231
NAD,6.684498,USD,1136048400,20051231
NGN,130.787976,USD,1136048400,20051231
NIO,16.18499,USD,1136048400,20051231
NOK,6.759635,USD,1136048400,20051231
NPR,74.247436,USD,1136048400,20051231
NZD,1.465316,USD,1136048400,20051231
OMR,0.384497,USD,1136048400,20051231
PAB,1.0,USD,1136048400,20051231
PEN,3.537303,USD,1136048400,20051231
PGK,3.28219,USD,1136048400,20051231
PHP,53.117661,USD,1136048400,20051231
PKR,59.933936,USD,1136048400,20051231
PLN,3.272018,USD,1136048400,20051231
PYG,6013.384759,USD,1136048400,20051231
QAR,3.64,USD,1136048400,20051231
RON,3.117047,USD,1136048400,20051231
RUB,28.648042,USD,1136048400,20051231
RWF,545.953487,USD,1136048400,20051231
SAR,3.75015,USD,1136048400,20051231
SBD,7.62148,USD,1136048400,20051231
SCR,5.339546,USD,1136048400,20051231
SEK,7.95489,USD,1136048400,20051231
SGD,1.663257,USD,1136048400,20051231
SHP,0.581105,USD,1136048400,20051231
SIT,202.545565,USD,1136048400,20051231
SKK,32.002429,USD,1136048400,20051231
SLL,2445.524032,USD,1136048400,20051231
SOS,1728.020675,USD,1136048400,20051231
STD,7334.05526,USD,1136048400,20051231
SVC,8.820664,USD,1136048400,20051231
SYP,52.168941,USD,1136048400,20051231
SZL,6.701867,USD,1136048400,20051231
THB,41.034622,USD,1136048400,20051231
TJS,2.782809,USD,1136048400,20051231
TND,1.393829,USD,1136048400,20051231
TOP,2.044788,USD,1136048400,20051231
TRY,1.349543,USD,1136048400,20051231
TTD,6.25175,USD,1136048400,20051231
TWD,33.30059,USD,1136048400,20051231
TZS,1162.227685,USD,1136048400,20051231
UAH,5.545478,USD,1136048400,20051231
UGX,1818.002035,USD,1136048400,20051231
USD,1.0,USD,1136048400,20051231
UYU,24.230644,USD,1136048400,20051231
UZS,1175.273375,USD,1136048400,20051231
VEF,2.15,USD,1136048400,20051231
VND,16457.150123,USD,1136048400,20051231
VUV,114.374676,USD,1136048400,20051231
WST,2.816508,USD,1136048400,20051231
XAF,555.191049,USD,1136048400,20051231
XCD,2.689262,USD,1136048400,20051231
XDR,0.699158,USD,1136048400,20051231
XOF,556.093574,USD,1136048400,20051231
XPF,100.452139,USD,1136048400,20051231
YER,187.331769,USD,1136048400,20051231
ZAR,6.323656,USD,1136048400,20051231
ZMK,3451.627876,USD,1136048400,20051231
ZWD,82002.005828,USD,1136048400,20051231
