Currency,Rate,Base,Timestamp,Date
AED,3.67255,USD,1179590400,20070519
ALL,94.645894,USD,1179590400,20070519
AMD,356.600289,USD,1179590400,20070519
ANG,1.785,USD,1179590400,20070519
ARS,3.074355,USD,1179590400,20070519
AUD,1.215481,USD,1179590400,20070519
AWG,1.79025,USD,1179590400,20070519
BBD,2.0,USD,1179590400,20070519
BDT,68.970964,USD,1179590400,20070519
BGN,1.456209,USD,1179590400,20070519
BHD,0.3765,USD,1179590400,20070519
BIF,1048.12778,USD,1179590400,20070519
BMD,1.0,USD,1179590400,20070519
BND,1.5316,USD,1179590400,20070519
BOB,7.993251,USD,1179590400,20070519
BRL,1.961034,USD,1179590400,20070519
BSD,1.0,USD,1179590400,20070519
BTN,40.359773,USD,1179590400,20070519
BWP,6.073631,USD,1179590400,20070519
BYR,2144.482114,USD,1179590400,20070519
BZD,1.9925,USD,1179590400,20070519
CAD,1.09286,USD,1179590400,20070519
CDF,542.419068,USD,1179590400,20070519
CHF,1.22729,USD,1179590400,20070519
CLP,522.326019,USD,1179590400,20070519
CNY,7.668561,USD,1179590400,20070519
COP,1983.745408,USD,1179590400,20070519
CRC,518.648719,USD,1179590400,20070519
CVE,81.814944,USD,1179590400,20070519
CYP,0.43189,USD,1179590400,20070519
CZK,20.907224,USD,1179590400,20070519
DJF,177.721,USD,1179590400,20070519
DKK,5.524639,USD,1179590400,20070519
DOP,31.969462,USD,1179590400,20070519
DZD,70.448103,USD,1179590400,20070519
EEK,11.552034,USD,1179590400,20070519
EGP,5.690934,USD,1179590400,20070519
ETB,8.89353,USD,1179590400,20070519
EUR,0.741253,USD,1179590400,20070519
FJD,1.62087,USD,1179590400,20070519
FKP,0.506979,USD,1179590400,20070519
GBP,0.506979,USD,1179590400,20070519
GEL,1.682553,USD,1179590400,20070519
GIP,0.507457,USD,1179590400,20070519
GMD,27.273355,USD,1179590400,20070519
GNF,3449.792042,USD,1179590400,20070519
GTQ,7.641715,USD,1179590400,20070519
GYD,201.396521,USD,1179590400,20070519
HKD,7.819552,USD,1179590400,20070519
HNL,18.905,USD,1179590400,20070519
HRK,5.43308,USD,1179590400,20070519
HTG,37.019381,USD,1179590400,20070519
HUF,185.840139,USD,1179590400,20070519
IDR,8834.777326,USD,1179590400,20070519
IEP,0.691128,USD,1179590400,20070519
ILS,3.996036,USD,1179590400,20070519
INR,40.321687,USD,1179590400,20070519
IQD,1275.036246,USD,1179590400,20070519
IRR,9253.594828,USD,1179590400,20070519
ISK,63.337538,USD,1179590400,20070519
JMD,67.237364,USD,1179590400,20070519
JOD,0.70875,USD,1179590400,20070519
JPY,121.050089,USD,1179590400,20070519
KES,66.790242,USD,1179590400,20070519
KGS,37.910631,USD,1179590400,20070519
KHR,4005.132196,USD,1179590400,20070519
KMF,365.042665,USD,1179590400,20070519
