Currency,Rate,Base,Timestamp,Date
AED,3.67273,USD,1084982400,20040519
ALL,106.80772,USD,1084982400,20040519
AMD,552.020509,USD,1084982400,20040519
ANG,1.79,USD,1084982400,20040519
ARS,2.913083,USD,1084982400,20040519
AUD,1.434118,USD,1084982400,20040519
AWG,1.79,USD,1084982400,20040519
BBD,2.0,USD,1084982400,20040519
BDT,59.355351,USD,1084982400,20040519
BGN,1.627337,USD,1084982400,20040519
BHD,0.3765,USD,1084982400,20040519
BIF,1067.147398,USD,1084982400,20040519
BMD,1.0,USD,1084982400,20040519
BND,1.715503,USD,1084982400,20040519
BOB,7.914052,USD,1084982400,20040519
BRL,3.12074,USD,1084982400,20040519
BSD,1.0,USD,1084982400,20040519
BTN,45.220695,USD,1084982400,20040519
BWP,4.888866,USD,1084982400,20040519
BYR,2155.439761,USD,1084982400,20040519
BZD,2.0,USD,1084982400,20040519
CAD,1.378975,USD,1084982400,20040519
CDF,391.12724,USD,1084982400,20040519
CHF,1.279904,USD,1084982400,20040519
CLP,641.187344,USD,1084982400,20040519
CNY,8.275312,USD,1084982400,20040519
COP,2720.777753,USD,1084982400,20040519
CRC,432.467976,USD,1084982400,20040519
CVE,91.969305,USD,1084982400,20040519
CYP,0.487408,USD,1084982400,20040519
CZK,26.612853,USD,1084982400,20040519
DJF,177.721,USD,1084982400,20040519
DKK,6.201694,USD,1084982400,20040519
DOP,46.418443,USD,1084982400,20040519
DZD,71.207766,USD,1084982400,20040519
EEK,12.994639,USD,1084982400,20040519
EGP,6.182606,USD,1084982400,20040519
ETB,8.518016,USD,1084982400,20040519
EUR,0.83266,USD,1084982400,20040519
FJD,1.828055,USD,1084982400,20040519
FKP,0.561008,USD,1084982400,20040519
GBP,0.56112,USD,1084982400,20040519
GEL,1.974763,USD,1084982400,20040519
GIP,0.560487,USD,1084982400,20040519
GMD,29.193128,USD,1084982400,20040519
GNF,2007.024956,USD,1084982400,20040519
GTQ,7.968621,USD,1084982400,20040519
GYD,178.45817,USD,1084982400,20040519
HKD,7.784766,USD,1084982400,20040519
HNL,18.037422,USD,1084982400,20040519
HRK,6.176834,USD,1084982400,20040519
HTG,33.941969,USD,1084982400,20040519
HUF,210.967805,USD,1084982400,20040519
IDR,9059.087563,USD,1084982400,20040519
IEP,0.727393,USD,1084982400,20040519
ILS,4.594489,USD,1084982400,20040519
INR,45.162524,USD,1084982400,20040519
IQD,1466.785412,USD,1084982400,20040519
IRR,8566.774543,USD,1084982400,20040519
ISK,73.433981,USD,1084982400,20040519
JMD,60.523626,USD,1084982400,20040519
JOD,0.70901,USD,1084982400,20040519
JPY,112.798493,USD,1084982400,20040519
KES,79.703046,USD,1084982400,20040519
KGS,43.465454,USD,1084982400,20040519
KHR,3988.08919,USD,1084982400,20040519
KMF,410.349487,USD,1084982400,20040519
KPW,2.199887,USD,1084982400,20040519
KRW,1173.745069,USD,1084982400,20040519
KWD,0.294707,USD,1084982400,20040519
KZT,136.456555,USD,1084982400,20040519
LAK,10423.503628,USD,1084982400,20040519
LBP,1514.715152,USD,1084982400,20040519
LKR,99.010613,USD,1084982400,20040519
LSL,6.714906,USD,1084982400,20040519
LTL,2.880057,USD,1084982400,20040519
LVL,0.547193,USD,1084982400,20040519
LYD,1.336199,USD,1084982400,20040519
MAD,9.131456,USD,1084982400,20040519
MDL,11.870521,USD,1084982400,20040519
MKD,51.183919,USD,1084982400,20040519
MMK,5.883988,USD,1084982400,20040519
MNT,1162.830953,USD,1084982400,20040519
MOP,8.014309,USD,1084982400,20040519
MRO,254.463431,USD,1084982400,20040519
MTL,0.354617,USD,1084982400,20040519
MUR,27.854973,USD,1084982400,20040519
MVR,11.77,USD,1084982400,20040519
MWK,109.07918,USD,1084982400,20040519
MXN,11.534999,USD,1084982400,20040519
